YEAR	C0015230	C1533692	
1945	3	2	
1946	23	10	
1947	7	8	
1948	12	7	
1949	11	8	
1950	33	13	
1951	28	12	
1952	34	18	
1953	24	17	
1954	28	15	
1955	22	10	
1956	26	8	
1957	28	10	
1958	29	7	
1959	37	4	
1960	29	8	
1961	28	6	
1962	24	5	
1963	24	4	
1964	32	13	
1965	20	32	
1966	20	27	
1967	18	32	
1968	12	27	
1969	12	43	
1970	27	46	
1971	11	46	
1972	14	36	
1973	9	31	
1974	7	38	
1975	24	68	
1976	17	65	
1977	10	61	
1978	21	41	
1979	10	53	
1980	17	60	
1981	22	99	
1982	9	52	
1983	31	86	
1984	16	78	
1985	11	101	
1986	31	80	
1987	22	99	
1988	22	77	
1989	21	165	
1990	34	206	
1991	24	132	
1992	24	101	
1993	46	77	
1994	26	102	
1995	28	170	
1996	50	141	
1997	57	132	
1998	148	114	
1999	135	148	
2000	191	178	
2001	148	147	
2002	210	167	
2003	232	249	
2004	252	213	
2005	321	205	
2006	385	177	
2007	305	202	
2008	331	298	
2009	455	178	
2010	522	271	
2011	506	242	
2012	638	209	
2013	802	498	
2014	1219	374	
2015	870	257	
2016	738	383	
2017	754	267	
2018	258	112	
