YEAR	C0035203	C0282636	
1945	16	11	
1946	71	36	
1947	97	57	
1948	117	71	
1949	86	64	
1950	177	105	
1951	183	118	
1952	215	119	
1953	225	141	
1954	281	139	
1955	288	139	
1956	283	157	
1957	275	135	
1958	342	171	
1959	339	166	
1960	376	164	
1961	384	184	
1962	360	169	
1963	314	147	
1964	316	114	
1965	233	55	
1966	287	0	
1967	298	1	
1968	349	0	
1969	348	0	
1970	341	0	
1971	341	0	
1972	354	0	
1973	404	0	
1974	412	4	
1975	1232	0	
1976	1274	0	
1977	984	3	
1978	1096	0	
1979	1297	0	
1980	1397	0	
1981	1364	0	
1982	1490	2	
1983	1709	0	
1984	1825	0	
1985	1868	0	
1986	2009	0	
1987	2025	0	
1988	1972	0	
1989	2102	0	
1990	1903	0	
1991	1868	0	
1992	1889	0	
1993	1793	0	
1994	1944	0	
1995	1842	16	
1996	1889	58	
1997	1778	63	
1998	1508	111	
1999	1318	91	
2000	1372	184	
2001	1321	198	
2002	1270	259	
2003	1219	314	
2004	1494	346	
2005	1460	325	
2006	1510	503	
2007	1590	299	
2008	1717	662	
2009	1868	637	
2010	1892	1092	
2011	2713	1380	
2012	2734	1505	
2013	3933	1865	
2014	4781	2028	
2015	5044	2084	
2016	6007	1936	
2017	5946	1756	
2018	1914	397	
