YEAR	C0010414	C0010415	
1945	2	2	
1946	12	8	
1947	12	8	
1948	13	13	
1949	17	18	
1950	28	8	
1951	30	21	
1952	34	13	
1953	25	6	
1954	32	15	
1955	35	16	
1956	31	13	
1957	42	13	
1958	41	21	
1959	40	10	
1960	42	12	
1961	34	16	
1962	34	8	
1963	37	22	
1964	44	24	
1965	47	23	
1966	29	29	
1967	31	26	
1968	43	41	
1969	40	34	
1970	45	25	
1971	38	43	
1972	37	45	
1973	47	44	
1974	53	42	
1975	79	83	
1976	77	76	
1977	87	65	
1978	69	70	
1979	77	77	
1980	86	77	
1981	113	84	
1982	96	115	
1983	76	54	
1984	103	56	
1985	135	53	
1986	99	85	
1987	136	78	
1988	135	114	
1989	228	109	
1990	190	80	
1991	199	47	
1992	213	31	
1993	210	16	
1994	302	16	
1995	293	16	
1996	247	21	
1997	287	16	
1998	291	39	
1999	213	50	
2000	295	71	
2001	233	53	
2002	219	69	
2003	278	71	
2004	313	109	
2005	438	160	
2006	425	160	
2007	401	209	
2008	551	231	
2009	448	233	
2010	751	290	
2011	715	225	
2012	915	389	
2013	1020	535	
2014	770	377	
2015	1197	356	
2016	1009	383	
2017	1363	547	
2018	431	278	
