YEAR	C0032447	C0033223	
1971	34	6	
1972	88	11	
1973	112	10	
1974	126	7	
1975	307	47	
1976	312	73	
1977	317	41	
1978	296	65	
1979	339	79	
1980	291	74	
1981	337	63	
1982	304	85	
1983	386	126	
1984	470	80	
1985	659	64	
1986	430	55	
1987	350	71	
1988	279	112	
1989	458	98	
1990	402	117	
1991	538	73	
1992	334	85	
1993	588	63	
1994	892	71	
1995	809	64	
1996	773	33	
1997	1031	58	
1998	1195	47	
1999	1163	50	
2000	1464	41	
2001	1974	46	
2002	2488	39	
2003	2415	73	
2004	3034	60	
2005	4595	33	
2006	4385	71	
2007	4150	37	
2008	4698	51	
2009	4823	40	
2010	4617	42	
2011	5412	38	
2012	5950	31	
2013	5846	54	
2014	5685	33	
2015	6536	46	
2016	6362	37	
2017	4445	75	
2018	1389	47	
