YEAR	C0011343	C1706094	
1957	1	5	
1958	3	3	
1959	3	6	
1960	2	8	
1961	2	3	
1962	3	3	
1963	4	8	
1964	12	1	
1965	5	6	
1966	6	0	
1967	9	0	
1968	14	0	
1969	14	0	
1970	18	2	
1971	10	22	
1972	8	20	
1973	9	27	
1974	12	26	
1975	37	34	
1976	26	86	
1977	43	75	
1978	48	119	
1979	24	70	
1980	38	58	
1981	21	81	
1982	39	55	
1983	45	81	
1984	47	66	
1985	74	62	
1986	64	74	
1987	69	81	
1988	60	119	
1989	176	465	
1990	160	247	
1991	163	141	
1992	158	243	
1993	113	213	
1994	104	213	
1995	182	204	
1996	212	131	
1997	219	120	
1998	193	157	
1999	130	134	
2000	188	190	
2001	139	166	
2002	172	134	
2003	166	277	
2004	204	179	
2005	200	262	
2006	202	272	
2007	100	221	
2008	199	552	
2009	242	431	
2010	192	486	
2011	160	526	
2012	647	531	
2013	321	784	
2014	187	752	
2015	448	812	
2016	538	986	
2017	282	762	
2018	193	258	
