YEAR	C0008928	C0751951	
1946	5	0	
1947	1	0	
1950	5	0	
1951	10	0	
1952	9	0	
1953	6	0	
1954	6	0	
1955	6	0	
1956	1	0	
1957	6	0	
1958	1	0	
1959	4	0	
1960	4	0	
1961	5	1	
1962	6	0	
1963	7	0	
1964	3	0	
1965	15	1	
1966	6	0	
1967	16	0	
1968	8	0	
1969	10	0	
1970	12	0	
1971	15	0	
1972	7	0	
1973	9	0	
1974	14	0	
1975	18	0	
1976	8	0	
1977	8	0	
1978	15	0	
1979	14	0	
1980	16	0	
1981	17	0	
1982	8	0	
1983	11	0	
1984	8	0	
1985	10	0	
1986	4	0	
1987	29	0	
1988	7	0	
1989	17	0	
1990	10	0	
1991	12	0	
1992	20	0	
1993	28	0	
1994	14	0	
1995	41	0	
1996	16	0	
1997	63	0	
1998	37	0	
1999	45	26	
2000	42	29	
2001	58	134	
2002	56	30	
2003	48	124	
2004	26	45	
2005	55	27	
2006	49	38	
2007	74	174	
2008	72	15	
2009	63	14	
2010	120	10	
2011	88	38	
2012	77	10	
2013	99	55	
2014	241	54	
2015	174	82	
2016	31	18	
2017	204	26	
2018	36	0	
