YEAR	C0026934	C0032241	
1945	3	3	
1946	10	8	
1947	6	3	
1948	7	2	
1949	4	1	
1950	15	2	
1951	9	6	
1952	17	4	
1953	23	10	
1954	33	10	
1955	14	10	
1956	31	8	
1957	18	7	
1958	20	0	
1959	15	3	
1960	33	8	
1961	39	5	
1962	57	9	
1963	104	10	
1964	101	12	
1965	220	10	
1966	244	9	
1967	295	4	
1968	196	1	
1969	274	10	
1970	246	3	
1971	279	3	
1972	260	13	
1973	258	7	
1974	236	5	
1975	408	0	
1976	379	9	
1977	310	2	
1978	361	6	
1979	269	6	
1980	210	1	
1981	323	20	
1982	289	3	
1983	412	13	
1984	419	6	
1985	314	7	
1986	252	7	
1987	421	4	
1988	315	4	
1989	409	18	
1990	418	23	
1991	429	22	
1992	401	9	
1993	434	10	
1994	421	18	
1995	406	23	
1996	349	16	
1997	387	16	
1998	381	14	
1999	335	11	
2000	456	25	
2001	388	9	
2002	516	5	
2003	322	6	
2004	288	17	
2005	274	11	
2006	292	11	
2007	280	2	
2008	291	4	
2009	301	9	
2010	570	8	
2011	577	3	
2012	721	45	
2013	695	4	
2014	1024	36	
2015	667	29	
2016	512	9	
2017	1010	49	
2018	417	9	
