YEAR	C0019552	C0022122	
1945	3	0	
1946	19	0	
1947	36	2	
1948	53	0	
1949	57	0	
1950	152	1	
1951	154	1	
1952	155	3	
1953	141	2	
1954	122	0	
1955	125	1	
1956	124	2	
1957	90	2	
1958	92	2	
1959	222	2	
1960	187	2	
1961	194	4	
1962	189	0	
1963	150	9	
1964	71	2	
1965	28	4	
1966	32	1	
1967	61	4	
1968	131	3	
1969	163	8	
1970	176	2	
1971	196	1	
1972	202	2	
1973	200	7	
1974	200	2	
1975	283	7	
1976	134	0	
1977	82	3	
1978	134	4	
1979	76	10	
1980	120	1	
1981	96	8	
1982	117	7	
1983	90	6	
1984	81	11	
1985	96	11	
1986	214	8	
1987	78	8	
1988	130	8	
1989	105	3	
1990	179	3	
1991	105	3	
1992	168	13	
1993	204	7	
1994	185	4	
1995	234	10	
1996	212	5	
1997	251	9	
1998	215	28	
1999	300	1	
2000	389	7	
2001	294	0	
2002	417	3	
2003	419	19	
2004	390	11	
2005	567	5	
2006	560	7	
2007	469	1	
2008	571	25	
2009	650	17	
2010	1209	16	
2011	1371	41	
2012	1110	35	
2013	1461	15	
2014	1922	134	
2015	2071	77	
2016	2335	25	
2017	2029	95	
2018	1107	12	
