YEAR	C0032009	C0032017	
1946	4	0	
1947	6	1	
1948	8	0	
1949	7	2	
1950	11	3	
1951	38	6	
1952	50	4	
1953	45	10	
1954	43	9	
1955	37	3	
1956	37	5	
1957	33	10	
1958	34	7	
1959	32	8	
1960	35	11	
1961	27	17	
1962	21	14	
1963	29	16	
1964	26	17	
1965	23	14	
1966	27	13	
1967	25	20	
1968	32	22	
1969	51	17	
1970	32	21	
1971	34	18	
1972	38	14	
1973	37	13	
1974	48	6	
1975	120	14	
1976	105	17	
1977	98	7	
1978	89	25	
1979	89	8	
1980	97	18	
1981	141	6	
1982	104	18	
1983	124	26	
1984	128	13	
1985	170	11	
1986	150	7	
1987	173	10	
1988	161	13	
1989	172	4	
1990	159	9	
1991	130	5	
1992	141	10	
1993	134	21	
1994	132	5	
1995	106	3	
1996	74	3	
1997	89	0	
1998	73	8	
1999	87	1	
2000	89	1	
2001	76	1	
2002	80	6	
2003	61	4	
2004	44	2	
2005	45	3	
2006	68	0	
2007	43	2	
2008	48	9	
2009	121	6	
2010	41	5	
2011	74	2	
2012	35	9	
2013	66	0	
2014	31	5	
2015	13	0	
2016	72	2	
2017	70	1	
2018	41	0	
