YEAR	C0021487	C0022037	
1945	1	0	
1946	1	12	
1947	2	10	
1948	4	3	
1949	4	2	
1950	11	7	
1951	15	14	
1952	14	18	
1953	11	20	
1954	12	12	
1955	7	13	
1956	10	16	
1957	4	13	
1958	7	15	
1959	7	6	
1960	12	14	
1961	8	7	
1962	19	6	
1963	16	11	
1964	17	14	
1965	12	11	
1966	10	11	
1967	17	14	
1968	14	13	
1969	8	17	
1970	23	15	
1971	20	14	
1972	19	6	
1973	11	30	
1974	8	23	
1975	45	59	
1976	33	37	
1977	12	36	
1978	21	43	
1979	19	37	
1980	27	49	
1981	26	59	
1982	32	80	
1983	39	43	
1984	57	38	
1985	44	66	
1986	56	62	
1987	87	40	
1988	44	62	
1989	75	58	
1990	70	88	
1991	82	84	
1992	74	108	
1993	115	112	
1994	75	129	
1995	73	110	
1996	48	122	
1997	56	109	
1998	63	107	
1999	31	217	
2000	49	147	
2001	47	135	
2002	72	142	
2003	47	162	
2004	78	158	
2005	94	220	
2006	56	216	
2007	88	165	
2008	84	247	
2009	53	213	
2010	50	244	
2011	106	209	
2012	157	220	
2013	102	286	
2014	188	267	
2015	50	280	
2016	147	614	
2017	79	375	
2018	29	194	
