YEAR	C0039101	C0085077	
1945	1	0	
1947	2	0	
1948	4	0	
1949	8	0	
1950	6	0	
1951	12	0	
1952	10	0	
1953	10	0	
1954	12	0	
1955	7	0	
1956	5	0	
1957	5	0	
1958	7	0	
1959	8	0	
1960	9	0	
1961	10	0	
1962	11	0	
1963	11	0	
1964	5	1	
1965	8	0	
1966	8	0	
1967	16	0	
1968	14	0	
1969	13	0	
1970	17	0	
1971	13	0	
1972	11	0	
1973	10	0	
1974	13	0	
1975	27	0	
1976	38	0	
1977	14	0	
1978	31	0	
1979	26	0	
1980	22	0	
1981	36	0	
1982	56	0	
1983	36	0	
1984	59	0	
1985	51	0	
1986	44	0	
1987	41	0	
1988	38	0	
1989	45	0	
1990	44	1	
1991	54	33	
1992	75	73	
1993	98	104	
1994	81	95	
1995	82	99	
1996	87	91	
1997	101	67	
1998	205	77	
1999	185	170	
2000	190	102	
2001	222	119	
2002	308	112	
2003	229	109	
2004	297	97	
2005	284	136	
2006	278	86	
2007	342	435	
2008	341	144	
2009	303	159	
2010	401	104	
2011	307	165	
2012	444	160	
2013	635	181	
2014	656	206	
2015	725	258	
2016	1051	468	
2017	857	255	
2018	510	84	
