YEAR	C0009237	C0085952	
1946	4	0	
1947	2	1	
1948	5	0	
1949	1	0	
1950	7	0	
1951	8	1	
1952	13	0	
1953	5	0	
1954	12	0	
1955	14	0	
1956	7	0	
1957	8	0	
1958	7	0	
1959	3	0	
1960	12	0	
1961	11	0	
1962	14	1	
1963	15	0	
1964	14	0	
1965	18	0	
1966	15	0	
1967	9	0	
1968	19	0	
1969	19	0	
1970	20	0	
1971	15	0	
1972	33	0	
1973	43	0	
1974	31	0	
1975	61	0	
1976	126	0	
1977	89	0	
1978	81	0	
1979	64	0	
1980	83	0	
1981	123	0	
1982	118	0	
1983	172	0	
1984	112	0	
1985	257	0	
1986	201	0	
1987	150	0	
1988	195	0	
1989	315	0	
1990	343	0	
1991	239	0	
1992	285	0	
1993	262	0	
1994	281	0	
1995	325	0	
1996	236	0	
1997	287	0	
1998	235	0	
1999	302	0	
2000	405	0	
2001	379	0	
2002	536	83	
2003	442	192	
2004	417	139	
2005	632	362	
2006	793	218	
2007	855	358	
2008	1057	364	
2009	951	323	
2010	1358	435	
2011	2314	1048	
2012	1891	914	
2013	2423	972	
2014	3958	973	
2015	3986	1675	
2016	3991	1235	
2017	4569	918	
2018	2050	795	
2019	82	75	
