YEAR	C0015435	C0036881	
1946	0	1	
1947	0	1	
1949	0	1	
1950	0	1	
1951	0	2	
1952	0	2	
1953	0	2	
1955	0	3	
1956	1	2	
1958	1	1	
1959	0	2	
1960	0	1	
1961	1	1	
1962	12	7	
1963	1	1	
1964	16	6	
1965	1	4	
1966	0	1	
1967	0	1	
1968	0	8	
1969	0	3	
1970	0	14	
1971	0	2	
1972	0	4	
1973	0	4	
1974	0	4	
1975	20	5	
1976	23	2	
1977	25	5	
1978	19	3	
1979	23	3	
1980	39	3	
1981	26	1	
1982	18	3	
1983	67	4	
1984	66	2	
1985	37	2	
1986	53	2	
1987	39	1	
1988	32	1	
1989	33	2	
1990	42	4	
1991	52	0	
1992	48	3	
1993	22	2	
1994	25	2	
1995	23	3	
1996	27	2	
1997	17	0	
1998	25	1	
1999	29	1	
2000	5	0	
2001	9	2	
2002	14	4	
2003	11	3	
2004	25	3	
2005	18	0	
2006	98	2	
2007	46	2	
2008	27	5	
2009	2	2	
2010	18	16	
2011	82	5	
2012	8	4	
2013	51	14	
2014	6	13	
2015	4	13	
2016	25	11	
2017	35	21	
2018	0	1	
