YEAR	C0005902	C0036774	
1947	0	6	
1948	0	5	
1949	0	7	
1950	0	1	
1951	0	0	
1952	4	6	
1953	0	6	
1954	2	8	
1955	1	3	
1956	0	5	
1957	3	16	
1958	4	13	
1959	1	14	
1960	2	15	
1961	0	32	
1962	3	45	
1963	2	31	
1964	1	33	
1965	1	34	
1966	2	56	
1967	1	40	
1968	4	77	
1969	2	91	
1970	3	72	
1971	2	65	
1972	0	77	
1973	2	77	
1974	1	94	
1975	26	447	
1976	26	386	
1977	22	430	
1978	22	352	
1979	17	350	
1980	25	353	
1981	32	399	
1982	42	453	
1983	30	551	
1984	55	545	
1985	42	505	
1986	42	645	
1987	54	587	
1988	79	426	
1989	47	611	
1990	43	651	
1991	73	721	
1992	57	620	
1993	73	664	
1994	124	790	
1995	119	664	
1996	150	771	
1997	89	834	
1998	112	753	
1999	124	844	
2000	196	920	
2001	166	1066	
2002	181	779	
2003	183	1015	
2004	139	1060	
2005	185	1322	
2006	221	1552	
2007	144	1347	
2008	283	1980	
2009	315	2416	
2010	389	2692	
2011	305	2946	
2012	421	3743	
2013	570	4812	
2014	448	4890	
2015	421	5838	
2016	681	4804	
2017	795	4405	
2018	171	2362	
2019	0	2	
