YEAR	C0021759	C0040162	
1956	0	1	
1957	0	0	
1958	0	0	
1959	0	1	
1960	0	0	
1961	0	2	
1962	0	1	
1963	0	5	
1964	0	4	
1965	0	2	
1966	0	1	
1967	0	3	
1968	0	8	
1969	0	20	
1970	0	35	
1971	0	104	
1972	0	145	
1973	0	233	
1974	0	254	
1975	0	875	
1976	0	1050	
1977	0	982	
1978	0	778	
1979	0	987	
1980	7	1085	
1981	25	1220	
1982	81	1171	
1983	48	1752	
1984	28	1762	
1985	104	1979	
1986	81	1933	
1987	142	2031	
1988	138	1750	
1989	95	2008	
1990	125	2063	
1991	133	1726	
1992	119	1796	
1993	165	1306	
1994	125	1419	
1995	198	1340	
1996	153	1097	
1997	174	1005	
1998	166	923	
1999	168	832	
2000	148	734	
2001	230	509	
2002	139	683	
2003	83	381	
2004	79	450	
2005	96	477	
2006	76	401	
2007	51	537	
2008	107	344	
2009	72	618	
2010	65	363	
2011	118	534	
2012	52	454	
2013	118	469	
2014	41	322	
2015	63	233	
2016	182	332	
2017	240	145	
2018	19	181	
