YEAR	C0006033	C0024198	
1946	1	0	
1947	2	0	
1948	0	0	
1949	3	0	
1950	2	0	
1951	2	0	
1952	9	0	
1953	6	0	
1954	6	0	
1955	5	0	
1956	10	0	
1957	6	0	
1958	7	0	
1959	11	0	
1960	3	0	
1961	6	0	
1962	3	0	
1963	7	0	
1964	10	0	
1965	5	0	
1966	1	0	
1967	4	0	
1968	2	0	
1969	6	0	
1970	6	0	
1971	3	0	
1972	7	0	
1973	12	0	
1974	7	0	
1975	9	0	
1976	1	0	
1977	2	0	
1978	3	0	
1979	17	0	
1980	9	0	
1981	5	0	
1982	20	0	
1983	15	3	
1984	18	176	
1985	48	181	
1986	138	310	
1987	113	276	
1988	156	402	
1989	171	830	
1990	50	775	
1991	52	977	
1992	47	820	
1993	100	1243	
1994	81	932	
1995	186	1075	
1996	213	958	
1997	99	927	
1998	99	966	
1999	124	960	
2000	134	838	
2001	154	903	
2002	85	1018	
2003	121	795	
2004	141	710	
2005	200	838	
2006	207	1069	
2007	100	863	
2008	170	993	
2009	249	1068	
2010	337	896	
2011	208	1229	
2012	426	1703	
2013	758	1920	
2014	531	2310	
2015	478	2593	
2016	789	2493	
2017	634	2466	
2018	149	752	
