YEAR	C0041713	C0206682	
1952	0	1	
1953	0	0	
1954	0	0	
1955	0	0	
1956	0	0	
1957	0	0	
1958	0	1	
1959	0	0	
1960	0	0	
1961	1	1	
1962	0	0	
1963	0	0	
1964	0	0	
1965	0	1	
1966	0	0	
1967	0	0	
1968	0	0	
1969	0	0	
1970	0	0	
1971	0	0	
1972	0	0	
1973	0	0	
1974	0	0	
1975	0	0	
1976	0	0	
1977	0	0	
1978	0	0	
1979	1	0	
1980	3	0	
1981	2	0	
1982	29	0	
1983	26	0	
1984	6	0	
1985	9	0	
1986	4	0	
1987	9	0	
1988	19	0	
1989	7	0	
1990	17	0	
1991	24	0	
1992	14	0	
1993	14	45	
1994	29	122	
1995	44	96	
1996	24	86	
1997	19	112	
1998	24	132	
1999	12	147	
2000	11	125	
2001	12	125	
2002	12	161	
2003	18	172	
2004	16	285	
2005	9	222	
2006	14	194	
2007	11	159	
2008	14	199	
2009	18	261	
2010	39	305	
2011	25	224	
2012	17	508	
2013	2	404	
2014	15	651	
2015	9	546	
2016	15	675	
2017	1	605	
2018	0	283	
