YEAR	C0002463	C0003243	
1950	4	0	
1951	0	0	
1952	3	0	
1953	2	0	
1954	0	0	
1955	1	0	
1956	0	0	
1957	0	0	
1958	0	0	
1959	0	2	
1960	0	2	
1961	0	3	
1962	0	6	
1963	1	13	
1964	0	21	
1965	2	12	
1966	26	16	
1967	3	37	
1968	10	45	
1969	9	32	
1970	10	51	
1971	11	45	
1972	13	57	
1973	7	52	
1974	13	50	
1975	17	173	
1976	25	192	
1977	23	233	
1978	21	183	
1979	24	188	
1980	35	170	
1981	11	204	
1982	22	210	
1983	21	305	
1984	23	273	
1985	18	292	
1986	20	230	
1987	41	257	
1988	34	200	
1989	50	240	
1990	44	232	
1991	43	255	
1992	45	227	
1993	52	212	
1994	42	267	
1995	50	248	
1996	67	329	
1997	46	330	
1998	29	282	
1999	32	307	
2000	13	380	
2001	27	298	
2002	31	373	
2003	17	252	
2004	26	526	
2005	39	334	
2006	14	351	
2007	9	331	
2008	21	428	
2009	17	585	
2010	7	468	
2011	9	711	
2012	7	527	
2013	13	833	
2014	12	1201	
2015	15	1000	
2016	13	695	
2017	4	869	
2018	0	357	
