YEAR	C0001629	C0025148	
1946	4	0	
1947	6	6	
1948	5	2	
1949	13	3	
1950	29	8	
1951	29	16	
1952	42	11	
1953	43	12	
1954	44	17	
1955	39	15	
1956	28	5	
1957	53	19	
1958	61	10	
1959	50	14	
1960	46	14	
1961	54	24	
1962	59	17	
1963	44	29	
1964	43	21	
1965	59	28	
1966	65	39	
1967	71	36	
1968	59	29	
1969	82	24	
1970	63	42	
1971	76	31	
1972	72	65	
1973	62	71	
1974	66	55	
1975	169	190	
1976	190	165	
1977	151	177	
1978	123	133	
1979	131	178	
1980	152	230	
1981	167	300	
1982	278	324	
1983	258	391	
1984	304	460	
1985	372	576	
1986	372	526	
1987	386	518	
1988	407	636	
1989	448	653	
1990	448	765	
1991	351	728	
1992	283	668	
1993	292	682	
1994	362	724	
1995	297	728	
1996	256	655	
1997	233	602	
1998	230	674	
1999	168	677	
2000	180	636	
2001	160	555	
2002	145	604	
2003	103	541	
2004	133	465	
2005	145	544	
2006	139	469	
2007	117	449	
2008	102	468	
2009	82	477	
2010	99	485	
2011	175	702	
2012	133	566	
2013	124	703	
2014	180	608	
2015	49	672	
2016	145	503	
2017	75	528	
2018	8	200	
