YEAR	C0001457	C0002456	
1946	2	3	
1947	0	1	
1948	1	1	
1949	0	2	
1950	0	2	
1951	0	4	
1952	0	8	
1953	0	7	
1954	0	2	
1955	3	2	
1956	5	3	
1957	6	0	
1958	2	4	
1959	4	3	
1960	2	3	
1961	5	2	
1962	10	1	
1963	7	7	
1964	4	3	
1965	12	7	
1966	0	10	
1967	0	34	
1968	0	22	
1969	0	28	
1970	0	30	
1971	0	19	
1972	2	20	
1973	0	15	
1974	11	17	
1975	79	34	
1976	203	35	
1977	148	39	
1978	325	6	
1979	214	32	
1980	252	25	
1981	371	11	
1982	358	9	
1983	433	11	
1984	400	17	
1985	509	17	
1986	443	14	
1987	469	15	
1988	559	12	
1989	596	30	
1990	612	7	
1991	470	22	
1992	470	60	
1993	494	24	
1994	423	30	
1995	539	25	
1996	511	30	
1997	424	36	
1998	399	29	
1999	322	14	
2000	887	32	
2001	344	15	
2002	417	36	
2003	473	48	
2004	312	23	
2005	464	50	
2006	461	40	
2007	507	9	
2008	541	19	
2009	414	20	
2010	575	17	
2011	684	28	
2012	1141	48	
2013	966	37	
2014	795	22	
2015	995	14	
2016	713	21	
2017	1110	3	
2018	289	3	
