YEAR	C0008310	C0015214	
1948	0	1	
1949	0	0	
1950	0	1	
1951	0	1	
1952	0	0	
1953	0	1	
1954	0	6	
1955	0	3	
1956	0	4	
1957	0	4	
1958	0	6	
1959	0	10	
1960	0	11	
1961	0	14	
1962	0	16	
1963	0	37	
1964	0	50	
1965	0	21	
1966	0	40	
1967	0	108	
1968	0	117	
1969	0	160	
1970	0	138	
1971	0	133	
1972	0	147	
1973	0	170	
1974	0	137	
1975	0	389	
1976	0	379	
1977	0	437	
1978	1	433	
1979	3	466	
1980	72	528	
1981	126	355	
1982	109	226	
1983	168	211	
1984	161	264	
1985	130	238	
1986	227	298	
1987	193	336	
1988	167	322	
1989	258	369	
1990	263	403	
1991	240	471	
1992	333	582	
1993	441	571	
1994	370	425	
1995	452	500	
1996	526	453	
1997	604	548	
1998	644	535	
1999	663	666	
2000	743	629	
2001	675	586	
2002	961	695	
2003	687	707	
2004	644	876	
2005	694	985	
2006	842	978	
2007	1054	1332	
2008	1226	1373	
2009	1171	1671	
2010	1214	2049	
2011	1384	2670	
2012	1230	3749	
2013	1553	4614	
2014	1997	4730	
2015	1973	4761	
2016	2057	5258	
2017	2324	4308	
2018	1636	973	
