YEAR	C0031705	C0080014	
1945	17	4	
1946	57	21	
1947	63	30	
1948	93	47	
1949	103	35	
1950	150	58	
1951	163	71	
1952	203	101	
1953	185	82	
1954	181	86	
1955	239	106	
1956	203	69	
1957	202	80	
1958	182	80	
1959	218	91	
1960	171	82	
1961	224	94	
1962	217	105	
1963	220	98	
1964	233	86	
1965	178	39	
1966	148	0	
1967	151	0	
1968	159	0	
1969	179	0	
1970	157	0	
1971	173	0	
1972	202	0	
1973	164	0	
1974	166	0	
1975	604	0	
1976	659	2	
1977	570	0	
1978	510	0	
1979	453	0	
1980	535	0	
1981	606	0	
1982	835	0	
1983	1000	0	
1984	865	0	
1985	972	0	
1986	862	0	
1987	802	0	
1988	888	0	
1989	1038	0	
1990	1362	50	
1991	1078	209	
1992	979	218	
1993	815	233	
1994	792	151	
1995	1004	246	
1996	1118	323	
1997	997	262	
1998	1106	132	
1999	882	143	
2000	1148	308	
2001	2848	265	
2002	2868	391	
2003	3298	447	
2004	3703	487	
2005	4299	244	
2006	4512	310	
2007	4258	319	
2008	5004	324	
2009	5718	373	
2010	5603	536	
2011	7486	463	
2012	10629	1125	
2013	14915	836	
2014	15975	1142	
2015	21171	894	
2016	17749	804	
2017	18607	956	
2018	6809	1251	
2019	58	0	
