YEAR	C0001459	C0004374	
1947	1	0	
1948	1	0	
1949	0	0	
1950	2	0	
1951	0	0	
1952	0	0	
1953	2	0	
1954	3	0	
1955	3	0	
1956	4	0	
1957	8	0	
1958	6	0	
1959	7	1	
1960	8	4	
1961	16	4	
1962	10	6	
1963	27	3	
1964	45	20	
1965	21	17	
1966	1	10	
1967	1	24	
1968	0	11	
1969	1	23	
1970	9	30	
1971	85	29	
1972	156	37	
1973	180	34	
1974	160	25	
1975	781	17	
1976	802	17	
1977	534	22	
1978	442	21	
1979	581	11	
1980	655	5	
1981	659	3	
1982	763	3	
1983	914	2	
1984	1124	2	
1985	1015	8	
1986	1009	12	
1987	865	18	
1988	925	11	
1989	894	15	
1990	1053	10	
1991	930	13	
1992	943	6	
1993	1116	4	
1994	1138	3	
1995	1017	10	
1996	1083	5	
1997	1331	7	
1998	1121	0	
1999	967	5	
2000	1064	2	
2001	1294	4	
2002	1036	3	
2003	1025	10	
2004	1067	2	
2005	1212	3	
2006	916	4	
2007	1237	3	
2008	1559	1	
2009	1897	0	
2010	1701	3	
2011	2334	2	
2012	2093	4	
2013	1825	10	
2014	2837	0	
2015	3074	4	
2016	2730	10	
2017	2067	3	
2018	440	3	
