YEAR	C0014563	C0014582	
1945	20	0	
1946	56	0	
1947	63	0	
1948	71	0	
1949	135	0	
1950	260	0	
1951	321	0	
1952	320	0	
1953	343	0	
1954	280	0	
1955	265	0	
1956	307	0	
1957	355	0	
1958	347	0	
1959	321	0	
1960	259	0	
1961	283	0	
1962	312	0	
1963	331	0	
1964	385	0	
1965	311	0	
1966	388	0	
1967	399	0	
1968	456	0	
1969	482	0	
1970	434	0	
1971	464	0	
1972	425	0	
1973	404	0	
1974	450	0	
1975	1759	0	
1976	1549	0	
1977	1345	0	
1978	1669	0	
1979	1344	0	
1980	1696	11	
1981	1809	4	
1982	2056	28	
1983	2178	60	
1984	2473	105	
1985	2566	116	
1986	2596	199	
1987	2633	135	
1988	2652	139	
1989	2647	226	
1990	2604	266	
1991	2646	297	
1992	2531	382	
1993	2165	316	
1994	1930	357	
1995	1961	356	
1996	1739	423	
1997	1964	394	
1998	1900	422	
1999	1779	472	
2000	1872	389	
2001	1692	445	
2002	1756	398	
2003	1550	382	
2004	1710	528	
2005	1579	506	
2006	1439	530	
2007	1701	590	
2008	1684	498	
2009	1890	456	
2010	1504	556	
2011	1953	880	
2012	2123	890	
2013	2256	1276	
2014	2395	1190	
2015	2542	1517	
2016	2765	1628	
2017	2597	1529	
2018	882	400	
