YEAR	C0006147	C0028677	
1945	15	13	
1946	75	124	
1947	86	95	
1948	98	91	
1949	49	62	
1950	180	213	
1951	160	199	
1952	149	66	
1953	109	88	
1954	122	59	
1955	110	45	
1956	99	55	
1957	96	62	
1958	104	50	
1959	105	60	
1960	126	67	
1961	120	79	
1962	107	55	
1963	119	60	
1964	132	113	
1965	74	324	
1966	25	787	
1967	40	488	
1968	54	1082	
1969	46	397	
1970	40	658	
1971	44	697	
1972	70	263	
1973	29	291	
1974	58	428	
1975	231	300	
1976	247	238	
1977	201	279	
1978	303	254	
1979	418	302	
1980	373	356	
1981	376	326	
1982	502	283	
1983	581	312	
1984	663	420	
1985	665	464	
1986	679	395	
1987	600	452	
1988	692	510	
1989	1022	561	
1990	1076	445	
1991	964	319	
1992	1240	415	
1993	1268	410	
1994	1358	373	
1995	1395	334	
1996	1327	339	
1997	1670	458	
1998	1584	450	
1999	1758	502	
2000	2167	510	
2001	2290	539	
2002	2269	658	
2003	2909	558	
2004	2770	647	
2005	2944	623	
2006	3319	592	
2007	4102	714	
2008	4305	823	
2009	4397	960	
2010	5144	1085	
2011	6085	1151	
2012	7990	997	
2013	10158	1027	
2014	11200	1227	
2015	13611	1407	
2016	13866	1020	
2017	11541	900	
2018	4962	374	
