YEAR	C0017346	C0017973	
1947	0	5	
1948	0	2	
1949	0	5	
1950	0	10	
1951	0	20	
1952	0	22	
1953	0	29	
1954	0	31	
1955	0	40	
1956	0	42	
1957	0	67	
1958	0	57	
1959	0	79	
1960	0	95	
1961	0	93	
1962	0	90	
1963	0	118	
1964	0	147	
1965	0	177	
1966	0	175	
1967	0	174	
1968	0	211	
1969	0	253	
1970	0	246	
1971	0	223	
1972	0	235	
1973	0	238	
1974	0	189	
1975	0	637	
1976	0	617	
1977	0	620	
1978	0	559	
1979	0	635	
1980	0	746	
1981	0	679	
1982	2	680	
1983	0	869	
1984	0	720	
1985	0	885	
1986	0	794	
1987	0	861	
1988	2	867	
1989	15	889	
1990	112	786	
1991	190	911	
1992	235	817	
1993	220	712	
1994	210	777	
1995	185	688	
1996	144	860	
1997	216	722	
1998	119	769	
1999	93	720	
2000	267	688	
2001	100	726	
2002	97	770	
2003	146	885	
2004	128	690	
2005	126	825	
2006	119	890	
2007	585	980	
2008	356	1202	
2009	90	1109	
2010	77	1358	
2011	295	1480	
2012	47	1589	
2013	264	1796	
2014	109	2049	
2015	24	2416	
2016	91	1752	
2017	64	1699	
2018	9	640	
