YEAR	C0040452	C0242726	
1945	1	6	
1946	4	11	
1947	19	10	
1948	12	13	
1949	8	23	
1950	14	32	
1951	19	46	
1952	14	41	
1953	12	38	
1954	18	50	
1955	17	31	
1956	8	36	
1957	1	34	
1958	3	39	
1959	8	33	
1960	6	30	
1961	5	50	
1962	4	32	
1963	5	19	
1964	3	20	
1965	15	12	
1966	14	2	
1967	22	0	
1968	32	4	
1969	43	0	
1970	43	0	
1971	39	0	
1972	60	0	
1973	57	1	
1974	66	2	
1975	114	0	
1976	153	1	
1977	139	0	
1978	147	0	
1979	132	0	
1980	226	0	
1981	158	0	
1982	192	0	
1983	241	0	
1984	267	0	
1985	413	6	
1986	390	0	
1987	354	6	
1988	425	3	
1989	771	0	
1990	935	0	
1991	637	4	
1992	519	2	
1993	486	1	
1994	337	171	
1995	505	491	
1996	564	619	
1997	551	779	
1998	567	941	
1999	504	966	
2000	496	2421	
2001	624	3065	
2002	680	3576	
2003	559	4308	
2004	629	5168	
2005	774	5732	
2006	817	6457	
2007	690	7154	
2008	944	11685	
2009	1204	12007	
2010	1264	14832	
2011	1465	19400	
2012	1953	26555	
2013	2453	33170	
2014	1877	39788	
2015	1968	42061	
2016	2338	45586	
2017	2154	38830	
2018	982	15633	
2019	0	28	
