YEAR	C0032533	C0039483	
1946	0	2	
1947	0	2	
1948	0	2	
1949	0	0	
1950	0	3	
1951	0	2	
1952	0	3	
1953	0	2	
1954	0	2	
1955	1	5	
1956	0	2	
1957	2	4	
1958	0	4	
1959	0	4	
1960	1	6	
1961	2	10	
1962	3	8	
1963	8	20	
1964	8	18	
1965	10	17	
1966	9	18	
1967	11	18	
1968	10	16	
1969	20	26	
1970	8	9	
1971	11	14	
1972	18	16	
1973	11	16	
1974	16	20	
1975	30	43	
1976	36	44	
1977	63	80	
1978	40	78	
1979	45	89	
1980	54	108	
1981	62	122	
1982	53	104	
1983	53	130	
1984	65	152	
1985	52	106	
1986	65	106	
1987	74	171	
1988	53	132	
1989	71	181	
1990	113	189	
1991	91	253	
1992	81	202	
1993	106	260	
1994	97	310	
1995	143	265	
1996	130	232	
1997	176	291	
1998	132	313	
1999	131	320	
2000	260	383	
2001	185	367	
2002	186	373	
2003	101	419	
2004	149	492	
2005	149	400	
2006	248	644	
2007	132	399	
2008	134	543	
2009	346	473	
2010	241	593	
2011	246	679	
2012	555	556	
2013	227	652	
2014	486	965	
2015	298	1209	
2016	651	1732	
2017	615	1366	
2018	247	666	
