YEAR	C0030855	C0031381	
1972	9	6	
1973	8	11	
1974	7	9	
1975	16	57	
1976	55	72	
1977	34	54	
1978	44	176	
1979	36	214	
1980	66	308	
1981	63	304	
1982	96	653	
1983	78	554	
1984	59	627	
1985	124	460	
1986	173	751	
1987	118	719	
1988	95	665	
1989	65	698	
1990	93	583	
1991	243	500	
1992	116	409	
1993	153	332	
1994	120	477	
1995	105	353	
1996	169	406	
1997	114	361	
1998	143	497	
1999	205	430	
2000	153	413	
2001	279	300	
2002	284	291	
2003	243	392	
2004	213	268	
2005	325	341	
2006	466	300	
2007	381	415	
2008	428	469	
2009	303	429	
2010	201	629	
2011	268	402	
2012	494	396	
2013	320	459	
2014	568	453	
2015	591	1051	
2016	325	781	
2017	307	562	
2018	55	228	
