YEAR	C0025923	C1260899	
1972	5	0	
1973	9	0	
1974	22	0	
1975	22	0	
1976	37	0	
1977	19	0	
1978	19	0	
1979	11	0	
1980	26	0	
1981	21	0	
1982	29	0	
1983	58	0	
1984	88	0	
1985	50	0	
1986	78	0	
1987	47	0	
1988	59	0	
1989	47	0	
1990	42	0	
1991	47	0	
1992	62	0	
1993	55	0	
1994	70	0	
1995	57	0	
1996	32	0	
1997	66	0	
1998	54	0	
1999	30	0	
2000	64	0	
2001	27	1	
2002	47	40	
2003	42	55	
2004	86	53	
2005	72	74	
2006	79	105	
2007	128	96	
2008	106	249	
2009	25	145	
2010	112	178	
2011	51	128	
2012	178	271	
2013	350	176	
2014	126	592	
2015	516	582	
2016	234	233	
2017	255	86	
2018	5	20	
