YEAR	C0026131	C0026140	
1945	21	19	
1946	125	12	
1947	119	11	
1948	78	10	
1949	85	8	
1950	197	37	
1951	220	56	
1952	247	60	
1953	260	59	
1954	203	61	
1955	252	51	
1956	181	47	
1957	191	40	
1958	175	36	
1959	212	63	
1960	225	51	
1961	238	60	
1962	216	51	
1963	253	63	
1964	229	48	
1965	432	63	
1966	454	49	
1967	434	58	
1968	366	53	
1969	432	48	
1970	373	52	
1971	436	83	
1972	417	103	
1973	479	92	
1974	416	84	
1975	1221	233	
1976	1370	399	
1977	1138	440	
1978	1090	457	
1979	1230	556	
1980	1216	641	
1981	1289	675	
1982	1421	840	
1983	2039	1088	
1984	2005	1029	
1985	2023	1150	
1986	2032	1201	
1987	1855	938	
1988	1808	836	
1989	2038	1040	
1990	2159	1041	
1991	2349	948	
1992	2297	980	
1993	2051	895	
1994	2422	960	
1995	2242	888	
1996	2247	806	
1997	2887	993	
1998	2923	1155	
1999	3318	1211	
2000	3156	1363	
2001	3876	1462	
2002	3891	1305	
2003	4345	1255	
2004	3936	1621	
2005	4779	1741	
2006	4876	1802	
2007	6277	2057	
2008	5644	1794	
2009	7651	2099	
2010	8425	2244	
2011	9610	3016	
2012	10784	4222	
2013	13675	5385	
2014	14450	3921	
2015	17566	6844	
2016	18291	7028	
2017	17075	6456	
2018	9656	2586	
