YEAR	C0027819	C0398791	
1947	5	0	
1948	5	0	
1949	9	0	
1950	12	0	
1951	21	0	
1952	18	0	
1953	29	0	
1954	11	0	
1955	11	0	
1956	15	0	
1957	16	0	
1958	9	0	
1959	13	0	
1960	16	0	
1961	19	0	
1962	21	0	
1963	28	0	
1964	39	0	
1965	38	0	
1966	29	0	
1967	42	0	
1968	94	0	
1969	45	0	
1970	72	0	
1971	74	0	
1972	94	0	
1973	84	0	
1974	132	0	
1975	302	0	
1976	361	0	
1977	272	0	
1978	338	0	
1979	377	0	
1980	396	0	
1981	481	0	
1982	573	0	
1983	677	0	
1984	724	0	
1985	925	0	
1986	826	0	
1987	908	0	
1988	987	0	
1989	1193	0	
1990	1154	0	
1991	1291	0	
1992	1250	0	
1993	1306	0	
1994	1426	0	
1995	1567	0	
1996	1326	0	
1997	1793	0	
1998	1328	0	
1999	1368	0	
2000	1637	0	
2001	1689	0	
2002	1428	3	
2003	1853	0	
2004	1960	6	
2005	1806	6	
2006	2005	47	
2007	2032	57	
2008	2602	55	
2009	2886	47	
2010	2746	48	
2011	3091	34	
2012	3743	209	
2013	4858	32	
2014	4258	136	
2015	5914	42	
2016	6067	188	
2017	4763	60	
2018	1406	0	
