YEAR	C0017067	C1258666	
1946	4	1	
1947	15	1	
1948	4	6	
1949	11	11	
1950	17	11	
1951	54	7	
1952	86	3	
1953	83	0	
1954	108	3	
1955	87	3	
1956	96	2	
1957	87	0	
1958	93	1	
1959	86	3	
1960	87	0	
1961	101	2	
1962	94	2	
1963	137	1	
1964	125	1	
1965	75	2	
1966	45	0	
1967	78	0	
1968	74	0	
1969	71	0	
1970	59	0	
1971	68	0	
1972	116	0	
1973	108	0	
1974	104	0	
1975	236	0	
1976	335	0	
1977	295	0	
1978	346	0	
1979	372	0	
1980	399	0	
1981	264	0	
1982	299	0	
1983	324	0	
1984	440	0	
1985	533	0	
1986	417	0	
1987	378	0	
1988	532	0	
1989	352	0	
1990	421	0	
1991	667	0	
1992	579	0	
1993	438	0	
1994	221	0	
1995	260	0	
1996	283	0	
1997	160	0	
1998	218	0	
1999	162	0	
2000	213	0	
2001	231	0	
2002	197	3	
2003	175	23	
2004	117	100	
2005	137	100	
2006	160	102	
2007	166	137	
2008	76	111	
2009	273	77	
2010	311	114	
2011	418	140	
2012	291	135	
2013	455	144	
2014	165	131	
2015	318	121	
2016	304	350	
2017	429	115	
2018	85	130	
