YEAR	C0005740	C0005859	
1971	32	0	
1972	95	0	
1973	128	0	
1974	103	0	
1975	391	0	
1976	508	0	
1977	363	0	
1978	534	0	
1979	499	0	
1980	580	0	
1981	619	41	
1982	800	49	
1983	982	74	
1984	910	76	
1985	988	60	
1986	798	66	
1987	785	97	
1988	904	90	
1989	1058	93	
1990	995	79	
1991	716	59	
1992	779	53	
1993	808	84	
1994	739	60	
1995	689	73	
1996	738	98	
1997	794	73	
1998	723	125	
1999	671	154	
2000	751	207	
2001	690	484	
2002	818	140	
2003	801	482	
2004	754	419	
2005	1152	80	
2006	969	253	
2007	971	412	
2008	1230	119	
2009	1487	76	
2010	1553	186	
2011	1866	97	
2012	2108	169	
2013	3671	62	
2014	3603	263	
2015	4677	386	
2016	4229	594	
2017	3228	287	
2018	1960	136	
