YEAR	C0007634	C1136359	
1969	10	0	
1970	12	0	
1971	103	0	
1972	241	0	
1973	140	0	
1974	120	0	
1975	330	0	
1976	216	0	
1977	188	0	
1978	121	0	
1979	151	0	
1980	177	0	
1981	256	0	
1982	192	0	
1983	232	0	
1984	353	0	
1985	421	0	
1986	411	0	
1987	417	0	
1988	280	0	
1989	273	0	
1990	239	0	
1991	306	0	
1992	346	0	
1993	349	0	
1994	380	0	
1995	416	0	
1996	372	0	
1997	558	0	
1998	464	0	
1999	474	6	
2000	272	5	
2001	660	4	
2002	481	61	
2003	455	180	
2004	679	226	
2005	922	259	
2006	1598	308	
2007	1481	417	
2008	2080	422	
2009	3416	520	
2010	4069	561	
2011	5341	597	
2012	4583	805	
2013	3065	893	
2014	3913	1334	
2015	4285	945	
2016	3731	864	
2017	3328	787	
2018	2110	299	
