YEAR	C0006033	C0024198	
1979	17	0	
1980	9	0	
1981	5	0	
1982	20	0	
1983	15	3	
1984	18	176	
1985	48	181	
1986	138	310	
1987	113	276	
1988	156	402	
1989	171	830	
1990	50	775	
1991	52	977	
1992	47	820	
1993	100	1243	
1994	81	932	
1995	186	1075	
1996	213	958	
1997	99	927	
1998	99	966	
1999	124	960	
2000	134	838	
2001	154	903	
2002	85	1018	
2003	121	795	
2004	141	710	
2005	200	838	
2006	207	1069	
2007	100	863	
2008	170	993	
2009	249	1068	
2010	337	896	
2011	208	1229	
2012	426	1703	
2013	758	1920	
2014	531	2310	
2015	478	2593	
2016	789	2493	
2017	634	2466	
2018	149	752	
