YEAR	C0040395	C0040405	
1947	3	5	
1948	2	5	
1949	3	7	
1950	8	36	
1951	29	45	
1952	39	58	
1953	30	49	
1954	29	58	
1955	21	49	
1956	27	54	
1957	31	54	
1958	15	35	
1959	23	42	
1960	22	32	
1961	18	30	
1962	35	55	
1963	35	30	
1964	42	31	
1965	68	12	
1966	39	0	
1967	47	0	
1968	56	0	
1969	68	0	
1970	56	0	
1971	55	0	
1972	50	0	
1973	14	0	
1974	11	0	
1975	30	7	
1976	34	286	
1977	40	1749	
1978	46	2877	
1979	51	3321	
1980	54	4288	
1981	78	4952	
1982	66	5343	
1983	59	6843	
1984	96	7339	
1985	32	7339	
1986	19	7696	
1987	37	7907	
1988	51	7457	
1989	38	9375	
1990	47	8504	
1991	63	8386	
1992	125	8620	
1993	48	8643	
1994	85	9490	
1995	125	9818	
1996	127	10507	
1997	166	11490	
1998	157	11655	
1999	189	12444	
2000	370	13604	
2001	379	13253	
2002	455	13757	
2003	503	14300	
2004	262	16319	
2005	196	17889	
2006	227	20685	
2007	326	26470	
2008	471	28647	
2009	428	31385	
2010	424	35679	
2011	425	39248	
2012	466	46336	
2013	480	52403	
2014	506	60831	
2015	522	67798	
2016	604	59216	
2017	539	57702	
2018	141	26225	
