YEAR	C0007947	C0018481	
1977	5	0	
1978	18	10	
1979	15	3	
1980	14	6	
1981	22	8	
1982	40	38	
1983	61	25	
1984	38	25	
1985	39	22	
1986	34	18	
1987	44	14	
1988	48	21	
1989	75	25	
1990	47	20	
1991	49	19	
1992	67	46	
1993	62	32	
1994	62	37	
1995	107	52	
1996	54	36	
1997	32	30	
1998	66	44	
1999	72	38	
2000	32	27	
2001	38	47	
2002	31	36	
2003	33	25	
2004	6	15	
2005	25	22	
2006	40	17	
2007	21	23	
2008	10	19	
2009	21	25	
2010	16	25	
2011	35	21	
2012	18	13	
2013	11	16	
2014	79	37	
2015	34	20	
2016	62	24	
2017	22	9	
2018	12	6	
