YEAR	C0022077	C1001362	
1945	4	0	
1946	10	1	
1947	11	0	
1948	20	3	
1949	14	1	
1950	13	3	
1951	29	3	
1952	25	3	
1953	39	7	
1954	30	1	
1955	42	3	
1956	33	5	
1957	43	7	
1958	41	4	
1959	24	2	
1960	36	5	
1961	60	3	
1962	43	0	
1963	46	0	
1964	50	0	
1965	60	0	
1966	55	0	
1967	59	0	
1968	50	0	
1969	93	0	
1970	75	0	
1971	99	0	
1972	101	0	
1973	74	0	
1974	67	0	
1975	293	0	
1976	289	0	
1977	325	0	
1978	367	0	
1979	297	0	
1980	305	0	
1981	232	0	
1982	248	0	
1983	292	0	
1984	325	0	
1985	361	0	
1986	296	0	
1987	344	0	
1988	264	0	
1989	338	0	
1990	363	0	
1991	307	0	
1992	353	0	
1993	363	0	
1994	312	0	
1995	338	0	
1996	441	0	
1997	382	0	
1998	409	2	
1999	436	0	
2000	285	0	
2001	428	8	
2002	283	4	
2003	450	15	
2004	402	11	
2005	441	19	
2006	516	13	
2007	480	17	
2008	604	25	
2009	692	91	
2010	808	41	
2011	684	46	
2012	873	53	
2013	991	51	
2014	1422	19	
2015	729	41	
2016	2017	89	
2017	1483	26	
2018	633	29	
