YEAR	C0018064	C1623258	
1945	1	14	
1946	7	49	
1947	1	55	
1948	1	67	
1949	0	69	
1950	1	192	
1951	1	236	
1952	0	209	
1953	0	207	
1954	1	236	
1955	0	208	
1956	1	199	
1957	3	197	
1958	0	254	
1959	0	226	
1960	1	199	
1961	0	246	
1962	0	252	
1963	0	273	
1964	0	304	
1965	0	288	
1966	0	335	
1967	0	308	
1968	1	352	
1969	0	354	
1970	0	343	
1971	2	298	
1972	0	378	
1973	0	374	
1974	0	307	
1975	0	1149	
1976	0	1094	
1977	0	1097	
1978	0	1153	
1979	0	1013	
1980	20	1180	
1981	1	1227	
1982	0	1226	
1983	7	1377	
1984	21	1565	
1985	7	1494	
1986	4	1584	
1987	7	1737	
1988	0	1709	
1989	0	2022	
1990	20	2075	
1991	31	1948	
1992	35	2107	
1993	47	1876	
1994	11	1842	
1995	32	1959	
1996	16	2066	
1997	28	2127	
1998	60	2254	
1999	19	2272	
2000	63	2346	
2001	71	2635	
2002	15	2770	
2003	37	2751	
2004	76	2969	
2005	34	3475	
2006	28	3831	
2007	48	4072	
2008	29	5085	
2009	49	5449	
2010	68	5658	
2011	42	5690	
2012	98	7972	
2013	200	8887	
2014	58	10415	
2015	21	11058	
2016	135	12158	
2017	37	13544	
2018	73	5502	
