YEAR	C0024487	C0025235	
1950	0	4	
1951	0	4	
1952	0	4	
1953	0	10	
1954	0	5	
1955	0	7	
1956	0	4	
1957	0	8	
1958	0	8	
1959	0	6	
1960	0	4	
1961	1	10	
1962	1	13	
1963	2	9	
1964	2	16	
1965	0	11	
1966	11	14	
1967	7	17	
1968	4	15	
1969	15	9	
1970	19	7	
1971	14	6	
1972	25	12	
1973	38	11	
1974	33	6	
1975	58	7	
1976	62	13	
1977	71	11	
1978	49	5	
1979	48	9	
1980	38	16	
1981	59	10	
1982	66	6	
1983	76	6	
1984	102	16	
1985	145	16	
1986	213	16	
1987	242	18	
1988	334	22	
1989	525	29	
1990	490	18	
1991	629	14	
1992	681	31	
1993	685	21	
1994	819	34	
1995	898	29	
1996	912	24	
1997	1047	26	
1998	932	22	
1999	958	11	
2000	1237	43	
2001	1286	19	
2002	1157	18	
2003	1411	17	
2004	1356	39	
2005	1474	30	
2006	1540	34	
2007	1756	32	
2008	1677	53	
2009	1985	21	
2010	2370	33	
2011	2563	18	
2012	3000	19	
2013	2871	37	
2014	2282	51	
2015	2187	86	
2016	2522	15	
2017	2523	7	
2018	390	5	
